"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",,
"ANGI","ANGI Homeservices Inc.","17.06","$8.56B","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/angi",,
"ANGO","AngioDynamics, Inc.","22.64","$840.79M","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","56.29","$667.46M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","38.32","$544.58M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/anik",,
"ANIX","Anixa Biosciences, Inc.","5.03","$97.04M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/anix",
"ANSS","ANSYS, Inc.","171.23","$14.31B","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","3.17","$499.41M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrs",
"APLS","Apellis Pharmaceuticals, Inc.","13.72","$771.65M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apls",
"APOG","Apogee Enterprises, Inc.","35.1","$953.87M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","3.45","$75.53M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","15.36","$1.06B","2004","n/a","n/a","https://www.nasdaq.com/symbol/ainv",,
"AMEH","Apollo Medical Holdings, Inc.","19.52","$665.33M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ameh",
"APPF","AppFolio, Inc.","64.3","$2.2B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","35.77","$2.28B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appn",,
"AAPL","Apple Inc.","169.43","$798.91B","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",,
"ARCI","Appliance Recycling Centers of America, Inc.","0.452","$3.83M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","0.44","$16M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdn",,
"APDNW","Applied DNA Sciences Inc","0.0135","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdnw",,
"AGTC","Applied Genetic Technologies Corporation","3.29","$59.76M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agtc",,
"AMAT","Applied Materials, Inc.","39.9","$38.06B","1972","Technology","Semiconductors","https://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","15.77","$312.22M","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","1.05","$99.23M","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/arex",,
"APVO","Aptevo Therapeutics Inc.","1.75","$39.91M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apvo",,
"APTX","Aptinyx Inc.","5.5","$184.24M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aptx",,
"APM","Aptorum Group Limited","14.5","$436.69M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apm",,
"APTO","Aptose Biosciences, Inc.","1.89","$71.4M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/apto",
"APYX","Apyx Medical Corporation","8.29","$275.26M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apyx",,
"AQMS","Aqua Metals, Inc.","2.37","$105.03M","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","2.39","$36.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aqb",
"AQST","Aquestive Therapeutics, Inc.","5.9","$147.16M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqst",
"AQXP","Aquinox Pharmaceuticals, Inc.","2.44","$57.43M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqxp",
"PETX","Aratana Therapeutics, Inc.","4.26","$207.14M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/petx",
"ARAV","Aravive, Inc.","4.82","$53.9M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arav",
"ABUS","Arbutus Biopharma Corporation","3.89","$215.81M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abus",,
"ARCW","ARC Group Worldwide, Inc.","0.975","$22.77M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","0.3618","$5.04M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","4.09","$19.53M","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","37.37","$956.19M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",,
"ACGL","Arch Capital Group Ltd.","30.33","$12.28B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acgl",,
"ACGLO","Arch Capital Group Ltd.","23","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglo",,
"ACGLP","Arch Capital Group Ltd.","22.25","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglp",,
"FUV","Arcimoto, Inc.","3.29","$49.46M","2017","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/fuv",
"ARCE","Arco Platform Limited","26.5","$1.33B","2018","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/arce",,
"ARCT","Arcturus Therapeutics Ltd.","5","$53.59M","2013","n/a","n/a","https://www.nasdaq.com/symbol/arct",,
"ARDX","Ardelyx, Inc.","2.53","$157.2M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","48.18","$2.38B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.6","$7.08B","2004","n/a","n/a","https://www.nasdaq.com/symbol/arcc",,
"ARGX","argenx SE","109","$3.92B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/argx",,
"ARDS","Aridis Pharmaceuticals Inc.","8.57","$69.46M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ards",,
"ARKR","Ark Restaurants Corp.","18.45","$64.14M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arkr",,
"ARTX","Arotech Corporation","3.17","$83.96M","1994","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artx",,
"ARQL","ArQule, Inc.","3.33","$362.95M","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","21","$4.58B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arry",,
"ARRS","ARRIS International plc","31.64","$5.51B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/arrs",,
"DWCR","Arrow DWA Country Rotation ETF","26.47","$15.88M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwcr",,
"DWAT","Arrow DWA Tactical ETF","10.345","$5.17M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwat",,
"AROW","Arrow Financial Corporation","34.58","$500.45M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/arow",,
"ARWR","Arrowhead Pharmaceuticals, Inc.","16.92","$1.59B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arwr",
"ASNS","Arsanis, Inc.","2.61","$37.36M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/asns",
"ARTNA","Artesian Resources Corporation","36.93","$341.46M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/artna",,
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","1.93","$8.14M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artw",
"ARVN","Arvinas, Inc.","21.4","$692.31M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arvn",
"ARYA","ARYA Sciences Acquisition Corp.","9.8","$176.09M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/arya",,
"ARYAU","ARYA Sciences Acquisition Corp.","10.38","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/aryau",,
"ARYAW","ARYA Sciences Acquisition Corp.","1.6","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/aryaw",,
"ASNA","Ascena Retail Group, Inc.","2.35","$463.98M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","68.55","$2.88B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asnd",,
"ASCMA","Ascent Capital Group, Inc.","0.5","$6.23M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.35","$32.48M","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",,
"ASLN","ASLAN Pharmaceuticals Limited","3.31","$106.08M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asln",,
"ASML","ASML Holding N.V.","178.52","$75.99B","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asml",,
"ASPU","Aspen Group Inc.","4.77","$87.65M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/aspu",,
"AZPN","Aspen Technology, Inc.","97.89","$6.82B","1994","Technology","EDP Services","https://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","22.75","$579.29M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asmb",
"ASRT","Assertio Therapeutics, Inc.","4.29","$274.3M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asrt",
"ASFI","Asta Funding, Inc.","4.13","$27.61M","1995","Finance","Finance Companies","https://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","36.22","$825.73M","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","34","$1.1B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/atro",,
"ALOT","AstroNova, Inc.","20.45","$142.18M","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","4.89","$20.03M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/astc",,
"ASUR","Asure Software Inc","5.8","$89.01M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/asur",,
"ASV","ASV Holdings, Inc.","3.81","$37.47M","2017","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","1.03","$24.94M","2008","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atai",,
"ATRA","Atara Biotherapeutics, Inc.","38.68","$1.77B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","134.99","$5.56B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","12.07","$807.41M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.55","$219.71M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","2.58","$52.11M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aame",,
"ACBI","Atlantic Capital Bancshares, Inc.","18.67","$472.17M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acbi",
"AY","Atlantica Yield plc","17.9","$1.79B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ay",,
"ATLC","Atlanticus Holdings Corporation","3.66","$56.28M","1995","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atlc",,
"AAWW","Atlas Air Worldwide Holdings","53.25","$1.36B","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",,
"AFH","Atlas Financial Holdings, Inc.","9.19","$109.7M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","24.955","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","104.57","$25.05B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/team",,
"ATNI","ATN International, Inc.","72","$1.15B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","3.7","$55.62M","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/atom",,
"ATOS","Atossa Genetics Inc.","1.42","$8.02M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atos",,
"ATRC","AtriCure, Inc.","31.32","$1.21B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","786.14","$1.46B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atri",,
"ATIS","Attis Industries Inc.","0.302","$8.31M","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atis",,
"ATISW","Attis Industries Inc.","0.0843","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atisw",,
"ATTU","Attunity Ltd.","19.8","$422.47M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/attu",,
"LIFE","aTyr Pharma, Inc.","0.4907","$14.73M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","34.44","$125.49M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","23.49","$1B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","14.47","$416.98M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/audc",,
"AEYE","AudioEye, Inc.","9.9","$74.73M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aeye",
"AUPH","Aurinia Pharmaceuticals Inc","6.6","$564.3M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/auph",,
"EARS","Auris Medical Holding AG","0.3553","$14.08M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ears",,
"JG","Aurora Mobile Limited","9.24","$1.09B","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jg",
"ADSK","Autodesk, Inc.","154.57","$33.85B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adsk",
"AUTL","Autolus Therapeutics plc","30.94","$1.24B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/autl",,
"ADP","Automatic Data Processing, Inc.","147.51","$64.26B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/adp",
"AUTO","AutoWeb, Inc.","3.53","$45.71M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/auto"
"AVDL","Avadel Pharmaceuticals plc","2.1","$77.73M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/avdl",,
"AVCO","Avalon GloboCare Corp.","4.53","$330.87M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/avco",,
"ATXI","Avenue Therapeutics, Inc.","5.81","$61.98M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atxi",
"AVEO","AVEO Pharmaceuticals, Inc.","0.5861","$73.47M","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aveo",
"AVNW","Aviat Networks, Inc.","14.58","$79.09M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/avnw",
"CDMO","Avid Bioservices, Inc.","3.85","$215.86M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cdmo",
"CDMOP","Avid Bioservices, Inc.","25.7999","$18.06M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cdmop",
"AVID","Avid Technology, Inc.","4.95","$207.17M","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","0.3812","$8.94M","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/avgr",
"CAR","Avis Budget Group, Inc.","27.58","$2.13B","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/car",
"AVT","Avnet, Inc.","43.1","$4.67B","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/avt",
"AVRO","AVROBIO, Inc.","13.89","$332.75M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/avro",
"AWRE","Aware, Inc.","3.83","$82.52M","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","21.99","$715.97M","2000","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acls",
"AXGN","AxoGen, Inc.","17.55","$678.71M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/axgn",
"AAXN","Axon Enterprise, Inc.","53.13","$3.12B","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aaxn",
"AXNX","Axonics Modulation Technologies, Inc.","14.56","$404.84M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/axnx",
"AXON          ","Axovant Sciences Ltd.","1.3","$202.19M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/axon",,
